Javadoc coverage metrics,terça, 21 nov. 2023 21:43:07 WET
Method,JLOC
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, Colony)",6
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, String)",6
net.sf.freecol.server.ai.AIColony.addExportGoods(AIGoods),5
net.sf.freecol.server.ai.AIColony.addTileImprovementPlan(TileImprovementPlan),5
net.sf.freecol.server.ai.AIColony.addWish(Wish),5
net.sf.freecol.server.ai.AIColony.avertAutoDestruction(),10
net.sf.freecol.server.ai.AIColony.baseInitialize(),3
"net.sf.freecol.server.ai.AIColony.checkIntegrity(boolean, LogBuilder)",3
net.sf.freecol.server.ai.AIColony.clearExportGoods(),3
net.sf.freecol.server.ai.AIColony.clearTileImprovementPlans(),3
net.sf.freecol.server.ai.AIColony.clearWishes(),3
"net.sf.freecol.server.ai.AIColony.completeWish(Goods, LogBuilder)",7
"net.sf.freecol.server.ai.AIColony.completeWish(TransportableAIObject, LogBuilder)",7
"net.sf.freecol.server.ai.AIColony.completeWish(Unit, LogBuilder)",7
"net.sf.freecol.server.ai.AIColony.completeWish(Wish, String, LogBuilder)",8
net.sf.freecol.server.ai.AIColony.dispose(),3
net.sf.freecol.server.ai.AIColony.dropExportGoods(AIGoods),5
net.sf.freecol.server.ai.AIColony.exploreLCRs(),4
net.sf.freecol.server.ai.AIColony.getAIOwner(),0
net.sf.freecol.server.ai.AIColony.getAIUnit(Unit),0
net.sf.freecol.server.ai.AIColony.getColony(),5
net.sf.freecol.server.ai.AIColony.getExportGoods(),5
net.sf.freecol.server.ai.AIColony.getGoodsWishes(),5
"net.sf.freecol.server.ai.AIColony.getPlanFor(Tile, List<TileImprovementPlan>)",8
net.sf.freecol.server.ai.AIColony.getPlannedBuildableTypes(),7
net.sf.freecol.server.ai.AIColony.getTileImprovementPlans(),5
net.sf.freecol.server.ai.AIColony.getWishes(),5
net.sf.freecol.server.ai.AIColony.getWorkerWishes(),5
net.sf.freecol.server.ai.AIColony.getXMLTagName(),3
"net.sf.freecol.server.ai.AIColony.goodsLog(AIGoods, String, LogBuilder)",7
net.sf.freecol.server.ai.AIColony.isBadlyDefended(),5
net.sf.freecol.server.ai.AIColony.planToString(),5
net.sf.freecol.server.ai.AIColony.propertyChange(PropertyChangeEvent),5
net.sf.freecol.server.ai.AIColony.readAttributes(FreeColXMLReader),3
net.sf.freecol.server.ai.AIColony.readChild(FreeColXMLReader),3
net.sf.freecol.server.ai.AIColony.readChildren(FreeColXMLReader),3
net.sf.freecol.server.ai.AIColony.rearrangeColony(LogBuilder),8
net.sf.freecol.server.ai.AIColony.removeExportGoods(AIGoods),10
net.sf.freecol.server.ai.AIColony.removeTileImprovementPlan(TileImprovementPlan),6
net.sf.freecol.server.ai.AIColony.requestRearrange(),4
"net.sf.freecol.server.ai.AIColony.requireGoodsWish(GoodsType, int, int, LogBuilder)",11
"net.sf.freecol.server.ai.AIColony.requireWorkerWish(UnitType, boolean, int, LogBuilder)",10
net.sf.freecol.server.ai.AIColony.resetExports(),7
net.sf.freecol.server.ai.AIColony.setExportGoods(List<AIGoods>),5
net.sf.freecol.server.ai.AIColony.setInitialized(),3
net.sf.freecol.server.ai.AIColony.sortExportGoods(),3
net.sf.freecol.server.ai.AIColony.stealTiles(LogBuilder),8
net.sf.freecol.server.ai.AIColony.stopUsing(WorkLocation),8
net.sf.freecol.server.ai.AIColony.update(LogBuilder),9
net.sf.freecol.server.ai.AIColony.updateExportGoods(LogBuilder),5
net.sf.freecol.server.ai.AIColony.updateGoodsWishes(LogBuilder),5
net.sf.freecol.server.ai.AIColony.updateTileImprovementPlans(LogBuilder),9
net.sf.freecol.server.ai.AIColony.updateWishes(LogBuilder),5
net.sf.freecol.server.ai.AIColony.updateWorkerWishes(LogBuilder),5
net.sf.freecol.server.ai.AIColony.writeChildren(FreeColXMLWriter),3
"net.sf.freecol.server.ai.AIColonyTest.decorateMap(Game, boolean)",0
net.sf.freecol.server.ai.AIColonyTest.getToolsBuilder(AIColony),0
net.sf.freecol.server.ai.AIColonyTest.tearDown(),0
net.sf.freecol.server.ai.AIColonyTest.testBestDefender(),0
net.sf.freecol.server.ai.AIColonyTest.testBuildersAllocNoRawMatTiles(),5
net.sf.freecol.server.ai.AIColonyTest.testBuildersAllocation(),3
net.sf.freecol.server.ai.AIColonyTest.testExpertAllocColonyHasEnoughRawMat(),4
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, Location, GoodsType, int, Location)",10
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, String)",6
net.sf.freecol.server.ai.AIGoods.canMove(),3
net.sf.freecol.server.ai.AIGoods.carriableBy(Unit),3
"net.sf.freecol.server.ai.AIGoods.checkIntegrity(boolean, LogBuilder)",3
net.sf.freecol.server.ai.AIGoods.dispose(),3
net.sf.freecol.server.ai.AIGoods.equals(Object),3
"net.sf.freecol.server.ai.AIGoods.getDeliveryPath(Unit, Location)",3
net.sf.freecol.server.ai.AIGoods.getGoods(),5
net.sf.freecol.server.ai.AIGoods.getGoodsAmount(),5
net.sf.freecol.server.ai.AIGoods.getGoodsType(),5
"net.sf.freecol.server.ai.AIGoods.getIntermediatePath(Unit, Location)",3
net.sf.freecol.server.ai.AIGoods.getTransportDestination(),3
net.sf.freecol.server.ai.AIGoods.getTransportLocatable(),3
net.sf.freecol.server.ai.AIGoods.getTransportSource(),3
net.sf.freecol.server.ai.AIGoods.getXMLTagName(),3
net.sf.freecol.server.ai.AIGoods.hashCode(),3
net.sf.freecol.server.ai.AIGoods.invalidReason(),3
"net.sf.freecol.server.ai.AIGoods.joinTransport(Unit, Direction)",3
net.sf.freecol.server.ai.AIGoods.leaveTransport(),3
net.sf.freecol.server.ai.AIGoods.leaveTransport(Direction),3
net.sf.freecol.server.ai.AIGoods.leaveTransport(int),6
net.sf.freecol.server.ai.AIGoods.readAttributes(FreeColXMLReader),3
net.sf.freecol.server.ai.AIGoods.readChild(FreeColXMLReader),3
net.sf.freecol.server.ai.AIGoods.setGoods(Goods),5
net.sf.freecol.server.ai.AIGoods.setGoodsAmount(int),5
net.sf.freecol.server.ai.AIGoods.setInitialized(),3
net.sf.freecol.server.ai.AIGoods.setTransportDestination(Location),3
net.sf.freecol.server.ai.AIGoods.toString(),3
net.sf.freecol.server.ai.AIGoods.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.server.ai.AIGoods.writeChildren(FreeColXMLWriter),3
"net.sf.freecol.server.ai.AIInGameInputHandler.AIInGameInputHandler(FreeColServer, Player, AIMain)",7
net.sf.freecol.server.ai.AIInGameInputHandler.getMyAIPlayer(),5
"net.sf.freecol.server.ai.AIInGameInputHandler.handle(Connection, Message)",3
net.sf.freecol.server.ai.AIInGameInputHandler.read(Connection),3
net.sf.freecol.server.ai.AIMain.AIMain(FreeColServer),6
"net.sf.freecol.server.ai.AIMain.AIMain(FreeColServer, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIMain.addAIObject(String, AIObject)",11
"net.sf.freecol.server.ai.AIMain.checkIntegrity(boolean, LogBuilder)",8
net.sf.freecol.server.ai.AIMain.checkSortConsistency(),6
net.sf.freecol.server.ai.AIMain.copyIn(T),3
net.sf.freecol.server.ai.AIMain.findNewObjects(boolean),7
net.sf.freecol.server.ai.AIMain.getAIColony(Colony),6
net.sf.freecol.server.ai.AIMain.getAIObject(FreeColGameObject),9
net.sf.freecol.server.ai.AIMain.getAIObject(String),7
"net.sf.freecol.server.ai.AIMain.getAIObject(String, Class<T>)",9
net.sf.freecol.server.ai.AIMain.getAIObjects(),5
net.sf.freecol.server.ai.AIMain.getAIPlayer(Player),6
net.sf.freecol.server.ai.AIMain.getAIStatistics(),6
net.sf.freecol.server.ai.AIMain.getAIUnit(Unit),6
net.sf.freecol.server.ai.AIMain.getFreeColServer(),5
net.sf.freecol.server.ai.AIMain.getGame(),5
net.sf.freecol.server.ai.AIMain.getNextId(),5
net.sf.freecol.server.ai.AIMain.getRandomSeed(String),7
net.sf.freecol.server.ai.AIMain.getSpecification(),3
net.sf.freecol.server.ai.AIMain.getXMLTagName(),3
"net.sf.freecol.server.ai.AIMain.ownerChanged(FreeColGameObject, Player, Player)",7
net.sf.freecol.server.ai.AIMain.readAttributes(FreeColXMLReader),3
net.sf.freecol.server.ai.AIMain.readChild(FreeColXMLReader),3
net.sf.freecol.server.ai.AIMain.readChildren(FreeColXMLReader),3
net.sf.freecol.server.ai.AIMain.removeAIObject(String),6
net.sf.freecol.server.ai.AIMain.removeFreeColGameObject(String),6
"net.sf.freecol.server.ai.AIMain.setFreeColGameObject(String, FreeColGameObject)",11
net.sf.freecol.server.ai.AIMain.shouldHaveAIObject(FreeColGameObject),13
net.sf.freecol.server.ai.AIMain.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.server.ai.AIMain.writeChildren(FreeColXMLWriter),3
"net.sf.freecol.server.ai.AIMessage.askAttack(AIUnit, Direction)",7
"net.sf.freecol.server.ai.AIMessage.askAttackRanged(AIUnit, Tile)",7
"net.sf.freecol.server.ai.AIMessage.askBuildColony(AIUnit, String)",7
net.sf.freecol.server.ai.AIMessage.askCashInTreasureTrain(AIUnit),6
"net.sf.freecol.server.ai.AIMessage.askChangeState(AIUnit, UnitState)",7
"net.sf.freecol.server.ai.AIMessage.askChangeWorkImprovementType(AIUnit, TileImprovementType)",7
"net.sf.freecol.server.ai.AIMessage.askChangeWorkType(AIUnit, GoodsType)",7
"net.sf.freecol.server.ai.AIMessage.askChooseFoundingFather(AIPlayer, List<FoundingFather>, FoundingFather)",8
"net.sf.freecol.server.ai.AIMessage.askClaimLand(Tile, AIColony, int)",8
"net.sf.freecol.server.ai.AIMessage.askClaimLand(Tile, AIUnit, int)",8
net.sf.freecol.server.ai.AIMessage.askClearSpeciality(AIUnit),6
"net.sf.freecol.server.ai.AIMessage.askDiplomacy(AIPlayer, FreeColGameObject, FreeColGameObject, DiplomaticTrade)",11
net.sf.freecol.server.ai.AIMessage.askDisband(AIUnit),6
net.sf.freecol.server.ai.AIMessage.askDisembark(AIUnit),6
"net.sf.freecol.server.ai.AIMessage.askEmbark(AIUnit, Unit, Direction)",8
"net.sf.freecol.server.ai.AIMessage.askEmigrate(AIPlayer, int)",7
net.sf.freecol.server.ai.AIMessage.askEndTurn(AIPlayer),6
"net.sf.freecol.server.ai.AIMessage.askEquipForRole(AIUnit, Role, int)",8
"net.sf.freecol.server.ai.AIMessage.askEstablishMission(AIUnit, Direction, boolean)",8
"net.sf.freecol.server.ai.AIMessage.askFirstContact(AIPlayer, Player, Player, Tile, boolean)",10
"net.sf.freecol.server.ai.AIMessage.askIndianDemand(AIPlayer, Unit, Colony, GoodsType, int, IndianDemandAction)",13
"net.sf.freecol.server.ai.AIMessage.askLoadGoods(Location, GoodsType, int, AIUnit)",9
"net.sf.freecol.server.ai.AIMessage.askLoot(AIUnit, String, List<Goods>)",8
"net.sf.freecol.server.ai.AIMessage.askMonarchAction(AIPlayer, MonarchAction, boolean)",8
"net.sf.freecol.server.ai.AIMessage.askMove(AIUnit, Direction)",7
"net.sf.freecol.server.ai.AIMessage.askMoveTo(AIUnit, Location)",7
"net.sf.freecol.server.ai.AIMessage.askNationSummary(AIPlayer, Player)",7
"net.sf.freecol.server.ai.AIMessage.askNativeGift(AIUnit, Colony)",7
"net.sf.freecol.server.ai.AIMessage.askNativeTrade(AIPlayer, NativeTradeAction, NativeTrade)",8
"net.sf.freecol.server.ai.AIMessage.askNewLandName(AIPlayer, Unit, String)",8
"net.sf.freecol.server.ai.AIMessage.askNewRegionName(AIPlayer, Region, Tile, Unit, String)",10
net.sf.freecol.server.ai.AIMessage.askPutOutsideColony(AIUnit),6
"net.sf.freecol.server.ai.AIMessage.askRearrangeColony(AIColony, List<Unit>, Colony)",9
"net.sf.freecol.server.ai.AIMessage.askScoutSpeakToChief(AIUnit, IndianSettlement)",7
"net.sf.freecol.server.ai.AIMessage.askSetBuildQueue(AIColony, List<BuildableType>)",7
"net.sf.freecol.server.ai.AIMessage.askTrainUnitInEurope(AIPlayer, UnitType)",7
"net.sf.freecol.server.ai.AIMessage.askUnloadGoods(GoodsType, int, AIUnit)",8
"net.sf.freecol.server.ai.AIMessage.askWork(AIUnit, WorkLocation)",7
net.sf.freecol.server.ai.AIObject.AIObject(AIMain),5
"net.sf.freecol.server.ai.AIObject.AIObject(AIMain, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIObject.AIObject(AIMain, String)",8
net.sf.freecol.server.ai.AIObject.addAIObjectWithId(),3
net.sf.freecol.server.ai.AIObject.checkIntegrity(boolean),7
"net.sf.freecol.server.ai.AIObject.checkIntegrity(boolean, LogBuilder)",8
net.sf.freecol.server.ai.AIObject.copyIn(T),3
net.sf.freecol.server.ai.AIObject.dispose(),4
net.sf.freecol.server.ai.AIObject.getAIMain(),5
net.sf.freecol.server.ai.AIObject.getGame(),3
net.sf.freecol.server.ai.AIObject.getSpecification(),3
net.sf.freecol.server.ai.AIObject.isDisposed(),5
net.sf.freecol.server.ai.AIObject.isInitialized(),10
net.sf.freecol.server.ai.AIObject.setGame(Game),3
net.sf.freecol.server.ai.AIObject.setSpecification(Specification),3
"net.sf.freecol.server.ai.AIPlayer.AIPlayer(AIMain, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIPlayer.AIPlayer(AIMain, Player)",6
net.sf.freecol.server.ai.AIPlayer.acceptDiplomaticTrade(DiplomaticTrade),7
net.sf.freecol.server.ai.AIPlayer.acceptMercenaries(),6
net.sf.freecol.server.ai.AIPlayer.acceptTax(int),7
net.sf.freecol.server.ai.AIPlayer.askServer(),5
"net.sf.freecol.server.ai.AIPlayer.checkIntegrity(boolean, LogBuilder)",3
net.sf.freecol.server.ai.AIPlayer.chooseFoundingFatherHandler(List<FoundingFather>),5
net.sf.freecol.server.ai.AIPlayer.determineStance(Player),6
"net.sf.freecol.server.ai.AIPlayer.diplomacyHandler(FreeColGameObject, FreeColGameObject, DiplomaticTrade)",7
"net.sf.freecol.server.ai.AIPlayer.firstContactHandler(Player, Player, Tile)",7
net.sf.freecol.server.ai.AIPlayer.fountainOfYouthHandler(int),5
net.sf.freecol.server.ai.AIPlayer.getAIAdvantage(),5
net.sf.freecol.server.ai.AIPlayer.getAIColonies(),5
net.sf.freecol.server.ai.AIPlayer.getAIColony(Colony),6
net.sf.freecol.server.ai.AIPlayer.getAIRandom(),5
net.sf.freecol.server.ai.AIPlayer.getAIUnit(Unit),6
net.sf.freecol.server.ai.AIPlayer.getAIUnits(),5
net.sf.freecol.server.ai.AIPlayer.getConnection(),6
net.sf.freecol.server.ai.AIPlayer.getPlayer(),6
net.sf.freecol.server.ai.AIPlayer.getXMLTagName(),3
"net.sf.freecol.server.ai.AIPlayer.indianDemand(Unit, Colony, GoodsType, int, IndianDemandAction)",11
"net.sf.freecol.server.ai.AIPlayer.indianDemandHandler(Unit, Colony, GoodsType, int, IndianDemandAction)",9
net.sf.freecol.server.ai.AIPlayer.invoke(Runnable),5
"net.sf.freecol.server.ai.AIPlayer.lootCargoHandler(Unit, List<Goods>, String)",7
"net.sf.freecol.server.ai.AIPlayer.monarchActionHandler(MonarchAction, int)",6
"net.sf.freecol.server.ai.AIPlayer.nationSummaryHandler(Player, NationSummary)",6
"net.sf.freecol.server.ai.AIPlayer.nativeTradeHandler(NativeTradeAction, NativeTrade)",6
"net.sf.freecol.server.ai.AIPlayer.newLandNameHandler(Unit, String)",6
"net.sf.freecol.server.ai.AIPlayer.newRegionNameHandler(Region, Tile, Unit, String)",8
net.sf.freecol.server.ai.AIPlayer.readAttributes(FreeColXMLReader),3
net.sf.freecol.server.ai.AIPlayer.reconnectHandler(),3
net.sf.freecol.server.ai.AIPlayer.removeAIObject(AIObject),7
net.sf.freecol.server.ai.AIPlayer.selectFoundingFather(List<FoundingFather>),7
"net.sf.freecol.server.ai.AIPlayer.setAIHandler(Player, boolean)",6
net.sf.freecol.server.ai.AIPlayer.setCurrentPlayerHandler(Player),5
net.sf.freecol.server.ai.AIPlayer.setInitialized(),3
net.sf.freecol.server.ai.AIPlayer.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.server.ai.AIServerAPI.AIServerAPI(AIPlayer),5
"net.sf.freecol.server.ai.AIServerAPI.connect(String, String, int)",3
net.sf.freecol.server.ai.AIServerAPI.disconnect(),3
net.sf.freecol.server.ai.AIServerAPI.getConnection(),3
net.sf.freecol.server.ai.AIServerAPI.reconnect(),3
"net.sf.freecol.server.ai.AIUnit.AIUnit(AIMain, FreeColXMLReader)",9
"net.sf.freecol.server.ai.AIUnit.AIUnit(AIMain, String)",6
"net.sf.freecol.server.ai.AIUnit.AIUnit(AIMain, Unit)",6
net.sf.freecol.server.ai.AIUnit.canMove(),3
net.sf.freecol.server.ai.AIUnit.carriableBy(Unit),3
net.sf.freecol.server.ai.AIUnit.changeMission(Mission),6
"net.sf.freecol.server.ai.AIUnit.checkIntegrity(boolean, LogBuilder)",3
net.sf.freecol.server.ai.AIUnit.dispose(),3
net.sf.freecol.server.ai.AIUnit.doMission(LogBuilder),8
net.sf.freecol.server.ai.AIUnit.equals(Object),3
net.sf.freecol.server.ai.AIUnit.equipForRole(Role),10
net.sf.freecol.server.ai.AIUnit.getAIOwner(),5
net.sf.freecol.server.ai.AIUnit.getAIRandom(),5
net.sf.freecol.server.ai.AIUnit.getBuilderScore(),8
"net.sf.freecol.server.ai.AIUnit.getDeliveryPath(Unit, Location)",3
"net.sf.freecol.server.ai.AIUnit.getIntermediatePath(Unit, Location)",3
net.sf.freecol.server.ai.AIUnit.getMission(),5
net.sf.freecol.server.ai.AIUnit.getMission(Class<T>),8
net.sf.freecol.server.ai.AIUnit.getOwner(),5
net.sf.freecol.server.ai.AIUnit.getPioneerScore(),5
net.sf.freecol.server.ai.AIUnit.getScoutScore(),5
net.sf.freecol.server.ai.AIUnit.getTransportDestination(),3
net.sf.freecol.server.ai.AIUnit.getTransportLocatable(),3
net.sf.freecol.server.ai.AIUnit.getTransportPriority(),3
net.sf.freecol.server.ai.AIUnit.getTransportSource(),3
net.sf.freecol.server.ai.AIUnit.getTrivialTarget(),5
net.sf.freecol.server.ai.AIUnit.getUnit(),5
net.sf.freecol.server.ai.AIUnit.getXMLTagName(),3
net.sf.freecol.server.ai.AIUnit.hasCargo(),5
net.sf.freecol.server.ai.AIUnit.hasDefendSettlementMission(),0
net.sf.freecol.server.ai.AIUnit.hasMission(),5
net.sf.freecol.server.ai.AIUnit.hasMission(Class<T>),7
net.sf.freecol.server.ai.AIUnit.hashCode(),3
net.sf.freecol.server.ai.AIUnit.invalidReason(),3
net.sf.freecol.server.ai.AIUnit.isAvailableForWork(Colony),0
net.sf.freecol.server.ai.AIUnit.isCompleteWishRealizationMission(Colony),0
"net.sf.freecol.server.ai.AIUnit.joinTransport(Unit, Direction)",3
net.sf.freecol.server.ai.AIUnit.leaveTransport(),3
net.sf.freecol.server.ai.AIUnit.leaveTransport(Direction),3
net.sf.freecol.server.ai.AIUnit.move(Direction),6
net.sf.freecol.server.ai.AIUnit.moveToAmerica(),5
net.sf.freecol.server.ai.AIUnit.moveToEurope(),5
net.sf.freecol.server.ai.AIUnit.readAttributes(FreeColXMLReader),3
net.sf.freecol.server.ai.AIUnit.readChild(FreeColXMLReader),3
net.sf.freecol.server.ai.AIUnit.removeMission(),0
net.sf.freecol.server.ai.AIUnit.removeTransportable(AIGoods),0
net.sf.freecol.server.ai.AIUnit.requestLocalRearrange(),3
net.sf.freecol.server.ai.AIUnit.setInitialized(),3
net.sf.freecol.server.ai.AIUnit.setMission(Mission),5
